Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class,state
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,GS98873,Arizona,f,Bachelor,323912.47%,16061.0,88.0,1/0/00,633.6,Personal Auto,Four-Door Car,
,,,,,,,,,,,CW49887,California,f,Master,462680.11%,79487.0,114.0,1/0/00,547.2,Special Auto,SUV,
,,,,,,,,,,,MY31220,California,f,College,899704.02%,54230.0,112.0,1/0/00,537.6,Personal Auto,Two-Door Car,
,,,,,,,,,,,UH35128,Oregon,f,College,2580706.30%,71210.0,214.0,1/1/00,1027.2,Personal Auto,Luxury Car,
,,,,,,,,,,,WH52799,Arizona,f,College,380812.21%,94903.0,94.0,1/0/00,451.2,Corporate Auto,Two-Door Car,
,,,,,,,,,,,WL99637,Arizona,m,Bachelor,761413.80%,27293.0,96.0,1/0/00,469.030907,Personal Auto,Two-Door Car,
,,,,,,,,,,,UC84059,California,f,Master,689845.53%,70950.0,171.0,1/0/00,565.929394,Personal Auto,Sports Car,
,,,,,,,,,,,HW62747,Oregon,m,College,229837.92%,0.0,63.0,1/0/00,302.4,Corporate Auto,Four-Door Car,
,,,,,,,,,,,BH11344,Oregon,f,Doctor,280669.61%,37009.0,71.0,1/0/00,145.673348,Corporate Auto,Two-Door Car,
,,,,,,,,,,,TX28465,Nevada,m,College,520611.82%,52629.0,65.0,1/0/00,136.684141,Personal Auto,Four-Door Car,
,,,,,,,,,,,OK56965,California,f,Bachelor,4570865.34%,31264.0,198.0,1/1/00,825.657746,Personal Auto,Luxury SUV,
,,,,,,,,,,,WT22392,Oregon,f,College,800734.91%,65473.0,67.0,1/0/00,277.685667,Personal Auto,Four-Door Car,
,,,,,,,,,,,PH85036,Washington,f,Bachelors,548254.94%,79325.0,68.0,1/0/00,251.294821,Corporate Auto,Four-Door Car,
,,,,,,,,,,,KC71643,Oregon,m,High School or Below,246323.68%,99144.0,61.0,1/0/00,292.8,Corporate Auto,Four-Door Car,
,,,,,,,,,,,NR32615,California,m,College,549894.07%,22520.0,73.0,1/0/00,350.4,Corporate Auto,Four-Door Car,
,,,,,,,,,,,GS69842,Arizona,f,Bachelor,524382.80%,36615.0,65.0,1/0/00,264.563772,Special Auto,Four-Door Car,
,,,,,,,,,,,WT71621,Washington,f,Bachelors,328045.73%,63297.0,82.0,1/0/00,251.756739,Personal Auto,Four-Door Car,
,,,,,,,,,,,KD23847,Arizona,f,High School or Below,488654.43%,76374.0,61.0,1/0/00,292.8,Personal Auto,Four-Door Car,
,,,,,,,,,,,PE59368,Washington,f,Bachelors,512348.50%,72096.0,6464.0,1/0/00,252.330905,Personal Auto,Two-Door Car,
,,,,,,,,,,,NK91488,Nevada,m,Master,547955.51%,56005.0,68.0,1/1/00,326.4,Personal Auto,Four-Door Car,
,,,,,,,,,,,CR33417,Washington,f,Master,476215.70%,36529.0,118.0,1/0/00,255.005116,Personal Auto,SUV,
,,,,,,,,,,,WP73172,Oregon,f,Bachelor,828767.93%,81367.0,103.0,1/0/00,415.768941,Special Auto,SUV,
,,,,,,,,,,,PS30217,California,f,Bachelor,988665.64%,44817.0,83.0,1/0/00,527.421579,Personal Auto,Four-Door Car,
,,,,,,,,,,,EL62967,Oregon,f,High School or Below,271291.56%,58508.0,69.0,1/0/00,57.614392,Personal Auto,Two-Door Car,
,,,,,,,,,,,MU23938,Oregon,m,Bachelor,1047767.63%,45259.0,138.0,1/0/00,272.217171,Personal Auto,SUV,
,,,,,,,,,,,VC83809,California,m,Doctor,343613.43%,30817.0,88.0,1/0/00,91.834668,Personal Auto,Four-Door Car,
,,,,,,,,,,,VL34577,Oregon,f,High School or Below,259618.52%,0.0,72.0,1/0/00,345.6,Personal Auto,Two-Door Car,
,,,,,,,,,,,QE12539,California,m,Doctor,1273195.16%,40870.0,105.0,1/0/00,504.0,Personal Auto,SUV,
,,,,,,,,,,,YO15246,Nevada,m,High School or Below,349414.79%,35001.0,96.0,1/3/00,460.8,Personal Auto,Four-Door Car,
,,,,,,,,,,,WF73839,Arizona,f,College,759791.07%,49937.0,64.0,1/0/00,302.586407,Personal Auto,Two-Door Car,
,,,,,,,,,,,TJ11671,Oregon,f,Bachelor,401521.45%,0.0,109.0,1/0/00,523.2,Personal Auto,Four-Door Car,
,,,,,,,,,,,SV34223,California,f,College,2047710.84%,58317.0,73.0,1/0/00,350.4,Personal Auto,Four-Door Car,
,,,,,,,,,,,XD19546,California,f,High School or Below,816068.98%,0.0,109.0,1/0/00,523.2,Personal Auto,SUV,
,,,,,,,,,,,OY95739,Nevada,m,High School or Below,1229868.63%,17101.0,113.0,1/0/00,542.4,Corporate Auto,SUV,
,,,,,,,,,,,SW57539,California,f,College,871492.21%,0.0,118.0,1/0/00,566.4,Corporate Auto,SUV,
,,,,,,,,,,,IA62027,Arizona,f,Bachelor,485353.42%,0.0,65.0,1/0/00,468.0,Personal Auto,Four-Door Car,
,,,,,,,,,,,FZ20933,Oregon,m,High School or Below,488094.64%,24398.0,63.0,1/1/00,302.4,Personal Auto,Four-Door Car,
,,,,,,,,,,,WR62597,Oregon,m,College,231138.21%,24641.0,61.0,1/0/00,294.92773,Corporate Auto,Four-Door Car,
,,,,,,,,,,,KU61611,Arizona,m,High School or Below,432709.89%,69040.0,108.0,1/0/00,518.4,Corporate Auto,Sports Car,
,,,,,,,,,,,XW98867,Oregon,m,High School or Below,1229868.63%,17101.0,113.0,1/0/00,542.4,Personal Auto,SUV,
,,,,,,,,,,,PP80817,California,f,High School or Below,832353.33%,59886.0,104.0,1/0/00,71.729298,Personal Auto,Sports Car,
,,,,,,,,,,,DT77901,Oregon,f,Bachelor,1017971.70%,14290.0,271.0,1/0/00,1300.8,Personal Auto,Luxury SUV,
,,,,,,,,,,,DX34647,California,f,College,776126.78%,43137.0,96.0,1/0/00,460.8,Personal Auto,Two-Door Car,
,,,,,,,,,,,OD56551,Oregon,m,College,523989.09%,27978.0,69.0,1/1/00,447.911255,Personal Auto,Four-Door Car,
,,,,,,,,,,,OO63074,California,f,Bachelor,451790.88%,25261.0,118.0,1/0/00,566.4,Personal Auto,SUV,
,,,,,,,,,,,EH24828,Nevada,m,College,238977.41%,58652.0,64.0,1/5/00,307.2,Personal Auto,Four-Door Car,
,,,,,,,,,,,CX99919,Nevada,f,College,413062.88%,28321.0,111.0,1/0/00,537.391704,Corporate Auto,SUV,
,,,,,,,,,,,DG80424,Washington,f,College,269156.90%,77411.0,67.0,1/0/00,257.900458,Personal Auto,Four-Door Car,
,,,,,,,,,,,NU32697,Oregon,m,College,522776.64%,0.0,72.0,1/0/00,518.4,Corporate Auto,Four-Door Car,
,,,,,,,,,,,PU98976,California,f,Bachelor,618734.57%,0.0,88.0,1/0/00,633.6,Personal Auto,Four-Door Car,
,,,,,,,,,,,ZR20842,Arizona,m,College,511387.47%,94415.0,127.0,1/1/00,492.770321,Personal Auto,Sports Car,
,,,,,,,,,,,NF35573,Oregon,m,High School or Below,1103931.62%,0.0,103.0,1/0/00,1149.203884,Special Auto,SUV,
,,,,,,,,,,,DF66914,Arizona,f,Bachelor,3222708.39%,45331.0,100.0,1/0/00,572.635987,Personal Auto,SUV,
,,,,,,,,,,,YM99866,Arizona,m,High School or Below,261196.59%,53904.0,67.0,1/2/00,321.6,Personal Auto,Four-Door Car,
,,,,,,,,,,,VH62084,California,m,High School or Below,1337232.77%,0.0,74.0,1/0/00,811.086484,Personal Auto,Four-Door Car,
,,,,,,,,,,,SE28250,Arizona,m,Bachelor,483898.19%,0.0,70.0,1/2/00,336.0,Special Auto,Four-Door Car,
,,,,,,,,,,,MD86050,Oregon,m,High School or Below,472165.90%,0.0,67.0,1/0/00,482.4,Personal Auto,Four-Door Car,
,,,,,,,,,,,GF17866,Oregon,m,College,387364.70%,28142.0,105.0,1/0/00,701.708239,Corporate Auto,Sports Car,
,,,,,,,,,,,UB16654,Washington,m,Master,471855.85%,15680.0,6464.0,1/0/00,260.879903,Personal Auto,Four-Door Car,
,,,,,,,,,,,KO44736,Oregon,m,Bachelor,1697979.76%,35095.0,73.0,1/0/00,525.6,Personal Auto,Two-Door Car,
,,,,,,,,,,,KI55845,Oregon,f,College,1368171.18%,55588.0,114.0,1/0/00,547.2,Personal Auto,SUV,
,,,,,,,,,,,JJ24476,Arizona,f,Master,571722.19%,52391.0,71.0,1/0/00,409.763267,Personal Auto,Two-Door Car,
,,,,,,,,,,,VC68509,Oregon,f,Bachelor,948659.64%,42240.0,79.0,1/0/00,46.386546,Personal Auto,Four-Door Car,
,,,,,,,,,,,QN62502,Oregon,f,Bachelor,383914.37%,70146.0,96.0,1/0/00,157.440069,Personal Auto,Four-Door Car,
,,,,,,,,,,,EL92515,Oregon,f,College,1121159.03%,41121.0,94.0,1/0/00,451.2,Personal Auto,Four-Door Car,
,,,,,,,,,,,VL84149,Oregon,f,College,2580706.30%,71210.0,214.0,1/1/00,1027.2,Corporate Auto,Luxury Car,
,,,,,,,,,,,JX19907,Oregon,m,Bachelor,379832.17%,0.0,107.0,1/1/00,1261.943541,Corporate Auto,Two-Door Car,
,,,,,,,,,,,BC66921,Nevada,f,High School or Below,281656.74%,41228.0,71.0,1/0/00,340.8,Personal Auto,Four-Door Car,
,,,,,,,,,,,RK24470,Washington,m,Bachelors,502929.70%,40113.0,67.0,1/3/00,262.047663,Corporate Auto,Two-Door Car,
,,,,,,,,,,,GN80437,Oregon,f,College,344496.75%,0.0,91.0,1/0/00,596.050118,Special Auto,Four-Door Car,
,,,,,,,,,,,AH65907,California,f,Bachelor,285940.86%,51790.0,71.0,1/0/00,340.8,Personal Auto,Four-Door Car,
,,,,,,,,,,,VG57728,California,m,High School or Below,269205.76%,92593.0,68.0,1/0/00,8.44322,Corporate Auto,Four-Door Car,
,,,,,,,,,,,AF81450,California,m,High School or Below,1143173.09%,28657.0,100.0,1/0/00,588.742251,Personal Auto,SUV,
,,,,,,,,,,,YI28422,Oregon,m,High School or Below,763588.33%,30262.0,98.0,1/1/00,499.22561,Personal Auto,Four-Door Car,
,,,,,,,,,,,GR26937,Oregon,f,Master,980582.96%,47197.0,81.0,1/0/00,76.112618,Corporate Auto,Four-Door Car,
,,,,,,,,,,,BR99015,California,f,Bachelor,680361.56%,0.0,94.0,1/0/00,451.2,Personal Auto,Four-Door Car,
,,,,,,,,,,,PB11270,Oregon,f,Bachelor,710765.54%,0.0,61.0,1/0/00,541.561209,Personal Auto,Four-Door Car,
,,,,,,,,,,,PZ89632,Oregon,f,High School or Below,473518.45%,0.0,134.0,1/0/00,964.8,Personal Auto,SUV,
,,,,,,,,,,,LV62981,Arizona,m,College,687432.67%,22093.0,87.0,1/0/00,616.749885,Corporate Auto,Two-Door Car,
,,,,,,,,,,,AS97690,Arizona,m,College,241125.66%,54483.0,61.0,1/0/00,292.8,Personal Auto,Two-Door Car,
,,,,,,,,,,,SG32258,Arizona,f,College,241654.24%,18944.0,63.0,1/0/00,125.274351,Personal Auto,Four-Door Car,
,,,,,,,,,,,MY80583,Oregon,f,Bachelor,2398154.34%,84365.0,66.0,1/0/00,316.8,Personal Auto,Four-Door Car,
,,,,,,,,,,,WS57286,Arizona,m,College,469216.52%,0.0,64.0,1/0/00,137.169296,Personal Auto,Four-Door Car,
,,,,,,,,,,,MF53477,California,f,High School or Below,360093.43%,25147.0,101.0,1/0/00,694.598288,Corporate Auto,SUV,
,,,,,,,,,,,DQ28641,Nevada,m,High School or Below,266522.25%,14315.0,71.0,1/0/00,511.2,Personal Auto,Four-Door Car,
,,,,,,,,,,,EX46492,Arizona,f,Master,766652.04%,87864.0,94.0,1/0/00,421.456547,Personal Auto,Two-Door Car,
,,,,,,,,,,,VW20823,California,m,High School or Below,1667589.62%,57844.0,85.0,1/1/00,408.0,Personal Auto,Four-Door Car,
,,,,,,,,,,,LH26563,Oregon,f,High School or Below,455085.60%,17913.0,116.0,1/0/00,556.8,Personal Auto,Four-Door Car,
,,,,,,,,,,,FR56877,Arizona,f,High School or Below,1176393.57%,28806.0,99.0,1/0/00,475.2,Special Auto,Four-Door Car,
,,,,,,,,,,,ZY99878,California,m,High School or Below,1374253.72%,90343.0,175.0,1/0/00,833.072722,Personal Auto,SUV,
,,,,,,,,,,,CS15289,Oregon,f,Master,1613841.63%,79041.0,199.0,1/0/00,419.26062,Personal Auto,Luxury SUV,
,,,,,,,,,,,MM49431,Washington,m,Bachelor,729858.36%,74069.0,63.0,1/2/00,275.516438,Personal Auto,Two-Door Car,
,,,,,,,,,,,IA96447,California,m,College,667373.77%,85019.0,167.0,1/0/00,801.6,Personal Auto,Sports Car,
,,,,,,,,,,,PT32230,California,f,High School or Below,778212.68%,70059.0,194.0,1/0/00,253.740993,Personal Auto,Luxury SUV,
,,,,,,,,,,,NK73719,California,f,College,1939321.15%,70503.0,164.0,1/1/00,41.05291,Corporate Auto,SUV,
,,,,,,,,,,,OH15771,California,m,Bachelor,397413.82%,0.0,117.0,1/0/00,561.6,Personal Auto,SUV,
,,,,,,,,,,,XP61034,Oregon,m,Bachelor,410558.10%,39492.0,105.0,1/0/00,756.0,Personal Auto,SUV,
,,,,,,,,,,,ZN34245,Arizona,m,College,230847.21%,0.0,68.0,1/0/00,489.6,Corporate Auto,Four-Door Car,
,,,,,,,,,,,FX55923,Arizona,m,Bachelor,537291.45%,50405.0,70.0,1/1/00,7.069583,Personal Auto,Four-Door Car,
,,,,,,,,,,,ZZ83340,Oregon,f,Doctor,550831.55%,96021.0,68.0,1/0/00,315.004602,Personal Auto,Two-Door Car,
,,,,,,,,,,,HA99340,Oregon,m,High School or Below,239833.32%,0.0,65.0,1/0/00,422.947888,Personal Auto,Two-Door Car,
,,,,,,,,,,,LE43061,California,m,High School or Below,372883.01%,0.0,105.0,1/0/00,756.0,Personal Auto,Four-Door Car,
,,,,,,,,,,,UF77413,Oregon,m,College,275849.86%,65794.0,69.0,1/1/00,277.27294,Personal Auto,Four-Door Car,
,,,,,,,,,,,UY45293,Oregon,m,Bachelor,370393.03%,21975.0,95.0,1/0/00,456.0,Corporate Auto,Four-Door Car,
,,,,,,,,,,,TH84309,California,m,High School or Below,937284.36%,0.0,126.0,1/0/00,604.8,Personal Auto,SUV,
,,,,,,,,,,,PZ94551,Oregon,f,Bachelor,499158.45%,56649.0,125.0,1/0/00,780.090361,Special Auto,SUV,
,,,,,,,,,,,UE76013,Washington,f,Master,503986.93%,35984.0,128.0,1/3/00,275.577631,Personal Auto,SUV,
,,,,,,,,,,,HS85465,California,m,Bachelor,275997.83%,92296.0,69.0,1/0/00,331.2,Corporate Auto,Two-Door Car,
,,,,,,,,,,,SI78985,Oregon,f,Bachelor,799300.40%,39448.0,103.0,1/3/00,66.020788,Personal Auto,Four-Door Car,
,,,,,,,,,,,KF50730,California,f,Bachelor,523557.35%,71794.0,131.0,1/0/00,457.471225,Personal Auto,SUV,
,,,,,,,,,,,JO13576,California,f,High School or Below,263301.18%,21861.0,69.0,1/0/00,348.278032,Personal Auto,Four-Door Car,
,,,,,,,,,,,HJ79774,Oregon,f,College,276480.23%,31591.0,72.0,1/4/00,240.241499,Corporate Auto,Four-Door Car,
,,,,,,,,,,,KI18648,Arizona,f,Bachelor,808484.64%,60662.0,68.0,1/0/00,326.4,Special Auto,Two-Door Car,
,,,,,,,,,,,EL99335,California,f,College,268517.77%,20608.0,73.0,1/0/00,350.4,Personal Auto,Four-Door Car,
,,,,,,,,,,,LE84979,California,f,Master,1220812.00%,21331.0,103.0,1/0/00,419.062661,Personal Auto,SUV,
,,,,,,,,,,,CE12380,Arizona,f,College,2009043.87%,0.0,66.0,1/1/00,252.149798,Corporate Auto,Four-Door Car,
